Phenotype	Strain	Coefficient	p.value	q.value
ellipse_eccentricity	X351	-0.000329864094942876	0.964246980298356	0.982790191457939
ellipse_eccentricity	X36	0.0106363971830333	0.137615821486582	0.80066192624548
ellipse_eccentricity	X362	0.0151347763753122	0.0384482823103397	0.459445284130644
ellipse_eccentricity	X376	-0.000855300075698734	0.902090505249448	0.948752328529718
ellipse_eccentricity	X384	-0.000873665397779034	0.900147440739629	0.948752328529718
ellipse_eccentricity	X40	-0.00460408808388206	0.524910994341517	0.893830864731077
ellipse_eccentricity	X41	0.00213338428547324	0.758842377232958	0.928167513268512
ellipse_eccentricity	X45	0.00409326811368651	0.573400932091634	0.893830864731077
ellipse_eccentricity	X49	-0.00867132171157102	0.208306355597506	0.80066192624548
ellipse_eccentricity	X50	-0.00140967548270726	0.846089378952545	0.948752328529718
ellipse_eccentricity	X51	-0.00423502088771183	0.565059098288854	0.893830864731077
ellipse_eccentricity	X57	-0.00184334629337955	0.900177434729566	0.948752328529718
ellipse_eccentricity	X72	-0.00917973102377402	0.349847860284145	0.80066192624548
ellipse_eccentricity	X8	0.000784876233467257	0.912950353868219	0.948752328529718
ellipse_eccentricity	X95	0.00569221320756911	0.40794472539339	0.831579632532679
ellipse_eccentricity	CL11	-0.00305077946363446	0.672754145876721	0.918811290774768
ellipse_eccentricity	CL18	0.0154963416129214	0.118161347274721	0.782818925695025
ellipse_eccentricity	CL21	-0.00407792811206887	0.573341415572263	0.893830864731077
ellipse_eccentricity	CL41	-0.014135140033533	0.0771064091838888	0.583805669535158
ellipse_eccentricity	CL52	0.00862015295553817	0.247790895118729	0.80066192624548
ellipse_eccentricity	CL58	0.00246577224396683	0.728114607783779	0.918811290774768
ellipse_eccentricity	CL73	-0.01746209472849	0.0175603705602221	0.414695807093421
ellipse_eccentricity	X363	-0.00753079747669324	0.350145063615275	0.80066192624548
ellipse_eccentricity	X79	0.00931966580413617	0.263248512001472	0.80066192624548
ellipse_eccentricity	X9	-0.00752991331456037	0.362563891130029	0.80066192624548
ellipse_eccentricity	CL72	0.00634299735046352	0.517297936458757	0.893830864731077
ellipse_eccentricity	X451	0.0139250634178762	0.32049116190045	0.80066192624548
PC1_log	X10	0.00694560373261238	0.980695455358261	0.981821787893335
PC1_log	X105	0.0844387176029608	0.764232594659555	0.884882078726051
PC1_log	X106	0.0855705759650876	0.758257882479775	0.884882078726051
PC1_log	X107	0.163679296263317	0.555109455046757	0.884882078726051
PC1_log	X11	0.225122739205192	0.424996208143935	0.884882078726051
PC1_log	X123	-0.814401755135287	0.00427807176599211	0.226737803597582
PC1_log	X125	-0.0794477789568729	0.7680108607811	0.884882078726051
PC1_log	X135	0.146310985182187	0.600427073504607	0.884882078726051
PC1_log	X140	-0.540557191257254	0.29670799051025	0.873640194280182
PC1_log	X161	0.201852776666321	0.459488755866051	0.884882078726051
PC1_log	X162	0.341856026358679	0.210252949223096	0.873640194280182
PC1_log	X2	-0.284565596808976	0.28478218673124	0.873640194280182
PC1_log	X20	-0.129884255021367	0.632996646971394	0.884882078726051
PC1_log	X217	0.316105916126249	0.256534682911747	0.873640194280182
PC1_log	X22	0.196121230536146	0.50413674921019	0.884882078726051
PC1_log	X224	-0.547800680296427	0.0474027858268054	0.418724608136781
PC1_log	X23	0.161194217978527	0.546287552346294	0.884882078726051
PC1_log	X231	0.360471515629266	0.184005516611972	0.873640194280182
PC1_log	X26	0.228339644499973	0.402500892296877	0.884882078726051
PC1_log	X27	0.122045518815691	0.656329041701592	0.884882078726051
PC1_log	X299	-0.0851351389845439	0.759324764643427	0.884882078726051
PC1_log	X3	-0.0961743067105057	0.728564783358256	0.884882078726051
PC1_log	X303	0.239509530679396	0.474787124026876	0.884882078726051
PC1_log	X31	-0.123737015937562	0.659356197446926	0.884882078726051
PC1_log	X33	0.113510480645358	0.688934683275693	0.884882078726051
PC1_log	X35	-0.559831514728603	0.0462381482632546	0.418724608136781
PC1_log	X351	-0.304977597201778	0.279082782320418	0.873640194280182
PC1_log	X36	-0.064386955523559	0.816783313852109	0.888457494332974
PC1_log	X362	-0.604745300234508	0.0308877395598978	0.418724608136781
PC1_log	X376	0.647173115460926	0.0161145298499426	0.418724608136781
PC1_log	X384	-0.30115029649936	0.26056258133125	0.873640194280182
PC1_log	X40	-0.172585347669895	0.535653701758361	0.884882078726051
PC1_log	X41	0.0347819542436697	0.897917911944176	0.951792986660827
PC1_log	X45	0.278541005758905	0.320981668885883	0.884882078726051
PC1_log	X49	0.118772114433899	0.655183607507158	0.884882078726051
PC1_log	X50	0.403370404399806	0.146728874274691	0.777663033655863
PC1_log	X51	-0.112449215267297	0.691858782122568	0.884882078726051
PC1_log	X57	-0.0121596050916554	0.981821787893335	0.981821787893335
PC1_log	X72	0.083557960979088	0.821404098534259	0.888457494332974
PC1_log	X8	-0.418340421648292	0.131026022113967	0.771597685782249
PC1_log	X95	-0.124382127781754	0.64081592943977	0.884882078726051
PC1_log	CL11	-0.207200597393624	0.457405016875074	0.884882078726051
PC1_log	CL18	-0.60995634930465	0.100776544542929	0.667644607596908
PC1_log	CL21	0.0737105087750766	0.792005509156435	0.888457494332974
PC1_log	CL41	-0.565262161646512	0.064006185219687	0.484618259520487
PC1_log	CL52	-0.0923970896438944	0.74787680804082	0.884882078726051
PC1_log	CL58	0.232779737404085	0.393924631811098	0.884882078726051
PC1_log	CL73	0.606614656009584	0.0327639873269322	0.418724608136781
PC1_log	X363	0.261574961034317	0.412295108597428	0.884882078726051
PC1_log	X79	0.0148398908634648	0.963993097941111	0.981821787893335
PC1_log	X9	-0.358992441251099	0.270524625638394	0.873640194280182
PC1_log	CL72	0.225618544355781	0.559940239903658	0.884882078726051
PC1_log	X451	-0.447983641952375	0.4170761184284	0.884882078726051
