npixels	filename	Strain	Plate	Col	Row	PlateID	Sticker.size	Normalized.size	Hull.area	Normalized.hull.area
1254	376.1.col3.row2.jpeg	376	1	col3	row2	376.1	1505	0.833222591362126	11778	7.82591362126246
2150	376.1.col3.row3.jpeg	376	1	col3	row3	376.1	1505	1.42857142857143	4439.5	2.94983388704319
919	376.1.col4.row1.jpeg	376	1	col4	row1	376.1	1505	0.61063122923588	4690.5	3.11661129568106
496	376.1.col4.row2.jpeg	376	1	col4	row2	376.1	1505	0.329568106312292	948	0.629900332225914
170	376.1.col4.row3.jpeg	376	1	col4	row3	376.1	1505	0.112956810631229	421.5	0.280066445182724
731	376.2.col1.row1.jpeg	376	2	col1	row1	376.2	1550	0.471612903225806	1696.5	1.09451612903226
0	376.2.col1.row2.jpeg	376	2	col1	row2	376.2	1550	0	0	0
0	376.2.col1.row3.jpeg	376	2	col1	row3	376.2	1550	0	0	0
1840	376.2.col2.row1.jpeg	376	2	col2	row1	376.2	1550	1.18709677419355	4359.5	2.81258064516129
1240	376.2.col2.row2.jpeg	376	2	col2	row2	376.2	1550	0.8	2702.5	1.74354838709677
2230	376.2.col2.row3.jpeg	376	2	col2	row3	376.2	1550	1.43870967741935	5209	3.36064516129032
774	376.2.col3.row1.jpeg	376	2	col3	row1	376.2	1550	0.499354838709677	1583	1.02129032258065
1754	376.2.col3.row2.jpeg	376	2	col3	row2	376.2	1550	1.13161290322581	4009.5	2.58677419354839
0	376.2.col3.row3.jpeg	376	2	col3	row3	376.2	1550	0	0	0
14	376.2.col4.row1.jpeg	376	2	col4	row1	376.2	1550	0.00903225806451613	63.5	0.0409677419354839
1555	376.2.col4.row2.jpeg	376	2	col4	row2	376.2	1550	1.00322580645161	2735.5	1.76483870967742
282	376.2.col4.row3.jpeg	376	2	col4	row3	376.2	1550	0.181935483870968	644	0.415483870967742
727	376.3.col1.row1.jpeg	376	3	col1	row1	376.3	1516	0.479551451187335	1779	1.17348284960422
